LocationName,Duration,DurationDays,Date,Mean,StdDev,Skew
Albany,1-Day,1.0,2000-04-05,4.522926439162144,0.20295450461624986,0.31197056410664326
Albany,1-Day,1.0,2000-04-06,4.516596987892363,0.20277533959520141,0.32294557011488295
Albany,1-Day,1.0,2000-04-07,4.510256364935256,0.20250669771772922,0.33155351440237957
Albany,1-Day,1.0,2000-04-08,4.503917129082343,0.20212476883347225,0.33701035738851176
Albany,1-Day,1.0,2000-04-09,4.497590125536071,0.20170331834094962,0.3391230436829873
Albany,1-Day,1.0,2000-04-10,4.491281845164158,0.20136714953605772,0.33804407938790143
Albany,1-Day,1.0,2000-04-11,4.484995505195136,0.20117079618436703,0.3340364082996483
Albany,1-Day,1.0,2000-04-12,4.478732293524433,0.20109761134651374,0.3274900942498967
Albany,1-Day,1.0,2000-04-13,4.472491257519217,0.20114270267936718,0.31892448476191537
Albany,1-Day,1.0,2000-04-14,4.466269616954154,0.2013607940005546,0.30878800207896173
Albany,1-Day,1.0,2000-04-15,4.460064646601412,0.20182251996103545,0.29735003523646447
Albany,1-Day,1.0,2000-04-16,4.453874384027637,0.20251857628281156,0.284708014545547
Albany,1-Day,1.0,2000-04-17,4.44769694396169,0.20336565507575963,0.27083829601421006
Albany,1-Day,1.0,2000-04-18,4.441529529877174,0.2042860914641743,0.25574842677568055
Albany,1-Day,1.0,2000-04-19,4.43536992692571,0.20524490279849764,0.23943390419827157
Albany,1-Day,1.0,2000-04-20,4.429217056506535,0.20620932043964393,0.22235261517767113
Albany,1-Day,1.0,2000-04-21,4.423069193434618,0.20714706274877173,0.20553436149043658
Albany,1-Day,1.0,2000-04-22,4.416922943459174,0.20804225174666535,0.19013250112872587
Albany,1-Day,1.0,2000-04-23,4.410773717832114,0.2089032329797474,0.17690232908373982
Albany,1-Day,1.0,2000-04-24,4.40461641852966,0.2097589747017232,0.166052089896378
Albany,1-Day,1.0,2000-04-25,4.398447500829139,0.21064545055155062,0.15726978002448125
Albany,1-Day,1.0,2000-04-26,4.392265747172732,0.21158629014043542,0.1500993124011809
Albany,1-Day,1.0,2000-04-27,4.386094657683744,0.21258453600191943,0.14425151390958507
Albany,1-Day,1.0,2000-04-28,4.379904843618271,0.2136242172128686,0.13956256167531256
Albany,1-Day,1.0,2000-04-29,4.373701407170905,0.21467814016341993,0.13556172993598678
Albany,1-Day,1.0,2000-04-30,4.367489562171091,0.21571471840614728,0.13133494403544146
Albany,1-Day,1.0,2000-05-01,4.361272947677806,0.21670329089295934,0.12586441233248044
Albany,1-Day,1.0,2000-05-02,4.355054054713348,0.2176275473652256,0.11846009473400117
Albany,1-Day,1.0,2000-05-03,4.348834720728808,0.21842417455694377,0.10351194331453298
Albany,1-Day,1.0,2000-05-04,4.34261636167002,0.21923319241194,0.08760445409077419
Albany,1-Day,1.0,2000-05-05,4.336400044392669,0.22004961455519226,0.07167225845274623
